       Time_s           01           02           03           04           05
   2.8500E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.8600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3586E-05   1.0551E+01
   2.8700E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.8800E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.8900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3586E-05   1.0551E+01
   2.9000E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3586E-05   1.0551E+01
   2.9200E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9300E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9400E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9500E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3586E-05   1.0551E+01
   2.9700E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9800E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   2.9900E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0000E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0100E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0200E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3586E-05   1.0551E+01
   3.0400E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0500E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0600E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0700E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0800E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.0900E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1000E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1100E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0551E+01
   3.1300E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1400E-03   3.1529E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.1900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2000E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0551E+01
   3.2100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.2900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.3000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.3800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3595E-05   1.0566E+01
   3.3900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.4700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.4900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.5900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.6200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.6900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.7700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.7900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8100E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8200E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8300E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8400E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8500E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8600E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8700E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8800E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.8900E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9000E-03   3.1528E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   3.9300E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9400E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9600E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9700E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9800E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   3.9900E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0200E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0300E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0400E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0600E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.0800E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.0900E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1200E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1300E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1400E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1600E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1700E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1800E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.1900E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.2000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.2100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.2200E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.2300E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3594E-05   1.0566E+01
   4.2400E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.2500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.2600E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.2700E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.2800E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.2900E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.3000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.3100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.3200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0552E+01
   4.3800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.3900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.4000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.4200E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4300E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.4500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.4700E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4800E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.4900E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.5000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.5100E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.5200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5500E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.5600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.5900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6000E-03   3.1527E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.6100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.6800E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.6900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.7000E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3585E-05   1.0553E+01
   4.7100E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7200E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.7400E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7500E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7600E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7700E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.7800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.7900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8000E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8300E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.8400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8500E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.8600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.8700E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.8800E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.8900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9000E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9400E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.9500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9600E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.9700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   4.9800E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   4.9900E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   5.0000E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0500E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   5.0600E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3593E-05   1.0566E+01
   5.0700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.0800E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.0900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1000E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.1100E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.1200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.1900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.2000E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.2200E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.2400E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2500E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2600E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.2800E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.2900E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.3000E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.3100E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.3200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3700E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.3800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.3900E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4000E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4100E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.4300E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4400E-03   3.1526E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.4600E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4700E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4800E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.4900E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.5000E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.5100E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.5200E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.5300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.5400E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0553E+01
   5.5500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.5600E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.5700E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.5800E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.5900E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.6000E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.6100E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.6200E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.6300E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.6400E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.6500E-03   3.1507E+03   2.9800E+02   1.9143E+05   1.3584E-05   1.0554E+01
   5.6600E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.6700E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
   5.6800E-03   3.1525E+03   2.9800E+02   1.9143E+05   1.3592E-05   1.0566E+01
